StudentID,Sex,Date,Subject,Grade,Attendence,pred_grade
373,F,2015-02,gsi015,54,4,62.1510829962276
373,F,2011-02,gsi005,60,10,44.57619267866636
455,F,2016-02,ggi017,84,6,43.141666666666666
36,M,2011-01,gsi014,83,0,57.604094058676104
37,M,2011-01,gsi014,60,2,48.44569985569986
325,M,2011-02,gsi014,46,4,57.95214743589744
325,M,2012-02,gsi015,18,18,35.51038794538795
325,M,2013-02,gsi015,0,42,0.0
438,M,2017-02,ggi005,61,4,33.575
362,M,2012-02,gsi015,25,4,62.1510829962276
362,M,2013-01,gsi015,67,7,76.10833333333332
43,M,2011-01,gsi014,37,4,57.95214743589744
444,M,2017-02,ggi005,42,6,25.09285714285714
327,F,2011-02,gsi014,37,16,42.56838383838384
428,M,2017-02,ggi005,11,24,7.340000000000001
506,M,2015-02,gsi015,64,4,62.1510829962276
472,M,2015-02,gsi015,71,6,55.489641517263635
481,M,2015-02,gsi015,77,4,62.1510829962276
44,M,2011-01,gsi014,39,6,44.032448107448104
445,M,2017-02,ggi005,62,6,25.09285714285714
422,M,2017-02,ggi005,7,20,6.7
439,M,2017-02,ggi005,1,24,7.340000000000001
423,M,2017-02,ggi005,7,8,23.52285714285714
413,F,2017-02,ggi017,0,39,3.165
628,F,2011-02,gsi005,60,10,44.57619267866636
628,F,2014-01,gsi015,13,30,10.383095238095239
628,F,2015-01,gsi015,0,60,0.0
628,F,2013-02,gsi015,0,28,6.69595238095238
570,M,2013-02,gsi005,27,4,50.207818850067724
570,M,2011-02,gsi005,33,12,41.44494755244756
570,M,2014-02,gsi015,0,38,0.0
630,M,2011-02,gsi005,60,2,57.25812800476755
630,M,2014-01,gsi015,60,6,55.489641517263635
630,M,2013-01,gsi015,25,6,55.489641517263635
630,M,2013-02,gsi015,36,8,52.25605223080223
572,M,2013-02,gsi005,10,32,8.266666666666667
572,M,2011-02,gsi005,24,14,21.086904761904762
28,M,2011-01,gsi014,35,0,57.604094058676104
28,M,2011-02,gsi014,64,4,57.95214743589744
