Unknown1,Sex,Date,Subject,Grade,Unknown2
544,M,2015-01,gfm015,19,6
549,M,2015-01,gfm015,22,8
15,M,2009-01,gem03,0,57
551,M,2015-01,gfm015,97,0
82,F,2016-02,gsi015,60,4
541,F,2015-01,gfm015,50,8
260,M,2010-02,inf63,60,16
260,M,2010-01,inf63,23,8
569,F,2015-01,gfm015,31,12
564,M,2015-01,gfm015,12,20
553,F,2015-01,gfm015,19,8
556,F,2015-01,gfm015,15,8
567,M,2015-01,gfm015,68,18
545,F,2015-01,gfm015,14,8
552,M,2015-01,gfm015,20,12
93,M,2016-02,gsi015,60,0
115,M,2016-02,gsi015,60,2
563,M,2015-01,gfm015,50,0
91,M,2016-02,gsi015,0,28
464,M,2016-02,ggi017,11,24
158,M,2009-01,inf63,51,0
158,M,2009-02,inf63,83,10
166,M,2009-01,inf63,39,10
166,M,2009-02,inf63,18,15
167,M,2009-01,inf63,15,0
167,M,2009-02,inf63,67,2
1015,M,2013-02,gsi015,2,18
270,M,2010-02,inf63,84,10
460,M,2016-02,ggi017,7,30
21,M,2009-01,gem03,0,33
21,M,2009-02,gem03,13,22
4,M,2009-01,gem03,45,2
4,M,2009-02,gem03,60,11
930,M,2009-02,gem03,8,21
846,M,2013-01,gsi015,34,4
846,M,2013-02,gsi015,60,10
615,M,2013-02,gsi005,0,58
848,M,2013-01,gsi015,60,18
189,M,2009-01,inf63,0,54
189,M,2010-02,inf63,67,16
189,M,2010-01,inf63,0,42
562,F,2015-01,gfm015,50,8
453,F,2016-02,ggi017,60,5
543,M,2015-01,gfm015,0,54
546,F,2015-01,gfm015,21,8
175,F,2009-01,inf63,38,2
175,F,2009-02,inf63,67,4
191,M,2009-01,inf63,54,11
191,M,2009-02,inf63,60,4
203,M,2009-01,inf63,6,10
203,M,2009-02,inf63,0,54
179,M,2009-01,inf63,46,46
179,M,2009-02,inf63,60,18
850,M,2013-01,gsi015,87,10
211,M,2009-01,inf63,32,26
211,M,2010-01,inf63,2,29
211,M,2009-02,inf63,1,52
580,M,2013-02,gsi005,0,40
580,M,2014-02,gsi015,0,28
589,M,2013-02,gsi005,0,43
781,M,2014-01,gsi015,49,20
435,M,2017-02,ggi005,46,16
479,M,2015-02,gsi015,75,2
479,M,2013-02,gsi005,41,2
209,F,2009-01,inf63,60,6
576,M,2013-02,gsi005,60,2
576,M,2015-01,gsi015,24,10
581,M,2013-02,gsi005,15,13
581,M,2013-02,gsi015,0,8
617,M,2013-02,gsi005,0,30
1010,F,2013-02,gsi015,2,8
524,M,2015-02,gsi037,78,0
524,M,2013-02,gsi015,77,6
590,M,2013-02,gsi005,6,4
406,M,2017-02,ggi017,0,34
593,F,2013-02,gsi005,0,8
1011,M,2013-02,gsi015,12,2
526,M,2015-02,gsi037,78,16
526,M,2013-01,gsi015,84,8
620,M,2013-02,gsi005,1,6
695,F,2014-02,gsi015,0,34
695,F,2014-01,gsi015,0,56
515,F,2015-02,gsi037,79,10
515,F,2013-01,gsi015,87,6
575,M,2013-02,gsi005,35,4
575,M,2014-01,gsi015,0,8
779,F,2014-01,gsi015,91,2
201,M,2009-01,inf63,12,50
201,M,2009-02,inf63,60,18
529,M,2015-02,gsi037,4,28
529,M,2013-02,gsi005,1,10
482,M,2015-02,gsi015,0,48
482,M,2013-02,gsi005,0,44
861,M,2009-01,gem03,1,27
861,M,2009-02,gem03,2,32
917,M,2009-02,gem03,60,23
790,F,2014-01,gsi015,74,10
856,M,2013-01,gsi015,79,8
858,M,2013-01,gsi015,64,16
197,F,2009-01,inf63,13,8
197,F,2009-02,inf63,60,8
124,M,2016-02,gsi015,60,6
124,M,2013-02,gsi005,24,2
465,F,2016-02,ggi017,66,1
625,M,2013-02,gsi005,0,56
118,M,2016-02,gsi015,9,15
118,M,2013-02,gsi005,0,22
184,M,2009-01,inf63,29,18
184,M,2010-02,inf63,70,4
184,M,2010-01,inf63,47,28
184,M,2009-02,inf63,59,38
602,M,2013-02,gsi005,0,8
430,M,2017-02,ggi005,45,8
540,M,2015-02,gsi037,84,12
540,M,2013-01,gsi015,79,6
601,F,2013-02,gsi005,2,4
112,M,2016-02,gsi015,0,36
112,M,2013-02,gsi005,2,30
706,M,2014-02,gsi015,0,38
706,M,2014-01,gsi015,1,16
583,M,2013-02,gsi005,60,8
408,M,2017-02,ggi017,66,4
408,M,2016-02,ggi017,2,18
597,M,2013-02,gsi005,1,20
597,M,2014-01,gsi015,0,14
95,M,2016-02,gsi015,60,12
95,M,2015-02,gsi037,74,18
95,M,2013-02,gsi015,3,10
612,M,2013-02,gsi005,5,18
612,M,2015-01,gsi015,0,42
493,M,2015-02,gsi015,15,8
493,M,2015-01,gsi015,2,16
578,M,2013-02,gsi005,3,16
1018,M,2013-02,gsi015,22,10
579,M,2013-02,gsi005,60,0
573,M,2013-02,gsi005,1,20
799,M,2014-01,gsi015,60,2
415,M,2017-02,ggi017,53,6
596,M,2013-02,gsi005,26,0
815,M,2015-01,gsi015,0,34
611,M,2013-02,gsi005,60,0
456,M,2016-02,ggi017,64,2
618,M,2013-02,gsi005,42,2
585,M,2013-02,gsi005,14,4
499,M,2015-02,gsi015,41,8
499,M,2014-01,gsi015,2,6
499,M,2015-01,gsi015,18,10
613,F,2013-02,gsi005,0,50
398,M,2017-02,ggi017,62,2
584,M,2013-02,gsi005,11,0
447,M,2017-02,ggi005,1,12
582,M,2013-02,gsi005,46,4
859,F,2013-01,gsi015,0,52
160,M,2009-01,inf63,54,14
160,M,2009-02,inf63,62,18
196,F,2009-01,inf63,31,2
196,F,2009-02,inf63,65,4
277,M,2010-02,inf63,73,18
956,M,2009-02,gem03,70,0
154,M,2009-01,inf63,60,4
198,M,2009-01,inf63,13,16
198,M,2009-02,inf63,0,50
351,M,2012-02,gsi015,1,24
957,M,2009-02,gem03,69,0
156,M,2009-01,inf63,61,0
634,F,2011-02,gsi005,37,2
634,F,2013-02,gsi015,0,42
955,M,2009-02,gem03,81,3
155,F,2009-01,inf63,2,32
958,M,2009-02,gem03,70,1
144,M,2009-01,inf63,7,44
149,M,2009-01,inf63,53,8
149,M,2009-02,inf63,60,12
148,M,2009-01,inf63,60,0
193,M,2009-01,inf63,0,44
193,M,2010-02,inf63,13,38
193,M,2010-01,inf63,30,39
193,M,2009-02,inf63,10,48
153,M,2009-01,inf63,8,22
153,M,2010-02,inf63,60,5
153,M,2009-02,inf63,39,10
152,M,2009-01,inf63,47,2
152,M,2009-02,inf63,99,4
195,F,2009-01,inf63,60,6
756,F,2014-01,gsi005,7,0
185,M,2009-01,inf63,54,4
185,M,2009-02,inf63,60,16
775,M,2014-01,gsi005,8,0
147,M,2009-01,inf63,60,0
187,M,2009-01,inf63,53,4
187,M,2009-02,inf63,62,2
778,M,2014-01,gsi005,35,0
146,M,2009-01,inf63,0,64
186,M,2009-01,inf63,60,2
396,M,2012-02,gsi015,60,2
496,M,2015-02,gsi015,66,0
496,M,2014-01,gsi005,27,0
111,F,2016-02,gsi015,11,10
744,M,2014-01,gsi005,20,4
107,F,2016-02,gsi015,19,26
107,F,2015-02,gsi037,60,12
96,M,2016-02,gsi015,12,22
743,M,2014-01,gsi005,41,10
768,F,2014-01,gsi005,0,26
735,F,2014-01,gsi005,21,2
737,F,2014-01,gsi005,24,8
745,M,2014-01,gsi005,14,6
931,M,2009-02,gem03,74,0
932,M,2009-02,gem03,82,0
283,M,2010-02,inf63,75,4
928,M,2009-02,gem03,54,0
145,M,2009-01,inf63,5,2
145,M,2009-02,inf63,60,2
402,M,2017-02,ggi017,60,12
929,M,2009-02,gem03,83,6
281,M,2010-02,inf63,83,10
281,M,2010-01,inf63,50,6
959,F,2009-02,gem03,34,2
960,M,2009-02,gem03,63,3
140,M,2009-01,inf63,60,0
268,M,2010-02,inf63,66,6
268,M,2015-02,gsi037,81,12
948,M,2009-02,gem03,60,3
139,M,2009-01,inf63,35,8
139,M,2009-02,inf63,21,11
180,M,2009-01,inf63,63,2
539,M,2015-02,gsi037,85,8
963,M,2009-02,gem03,68,12
143,M,2009-01,inf63,61,2
182,F,2009-01,inf63,60,12
284,M,2010-02,inf63,60,4
284,M,2010-01,inf63,34,0
141,M,2009-01,inf63,69,4
947,M,2009-02,gem03,40,3
133,M,2009-01,inf63,61,2
174,M,2009-01,inf63,50,2
174,M,2009-02,inf63,73,2
138,M,2009-01,inf63,1,2
138,M,2010-02,inf63,60,12
138,M,2010-01,inf63,3,10
138,M,2009-02,inf63,39,4
177,M,2009-01,inf63,62,4
644,M,2011-02,gsi005,13,14
137,M,2009-01,inf63,30,2
137,M,2009-02,inf63,69,2
178,F,2009-01,inf63,31,2
178,F,2009-02,inf63,61,4
271,M,2010-02,inf63,60,12
857,F,2013-01,gsi015,21,12
200,M,2009-01,inf63,61,8
170,M,2009-01,inf63,67,0
750,M,2014-01,gsi005,15,22
131,M,2009-01,inf63,55,6
131,M,2009-02,inf63,64,0
172,F,2009-01,inf63,25,8
172,F,2010-01,inf63,19,22
172,F,2009-02,inf63,23,14
757,F,2014-01,gsi005,7,24
751,M,2014-01,gsi005,47,0
751,M,2015-01,gsi015,80,8
772,M,2014-01,gsi005,8,4
770,M,2014-01,gsi005,28,4
761,M,2014-01,gsi005,17,22
98,M,2016-02,gsi015,57,20
736,M,2014-01,gsi005,62,2
736,M,2015-01,gsi015,94,8
814,M,2015-01,gsi015,77,2
954,M,2009-02,gem03,75,0
967,M,2010-01,inf63,60,4
952,M,2009-02,gem03,74,0
953,M,2009-02,gem03,54,11
128,M,2009-01,inf63,4,4
128,M,2009-02,inf63,75,2
951,M,2009-02,gem03,52,5
24,M,2009-01,gem03,53,0
24,M,2009-02,gem03,70,2
262,M,2010-02,inf63,60,10
262,M,2010-01,inf63,0,16
949,M,2009-02,gem03,88,0
259,M,2010-02,inf63,23,14
259,M,2010-01,inf63,3,6
950,M,2009-02,gem03,62,8
970,M,2010-01,inf63,67,4
542,F,2015-01,gfm015,10,12
938,M,2009-02,gem03,60,2
969,M,2010-01,inf63,0,30
537,M,2015-02,gsi037,84,0
968,M,2010-01,inf63,2,18
257,M,2010-02,inf63,61,10
257,M,2010-01,inf63,39,4
973,M,2010-01,inf63,60,0
261,M,2010-02,inf63,34,16
261,M,2010-01,inf63,20,4
971,F,2010-01,inf63,62,4
513,F,2015-02,gsi037,60,14
513,F,2014-01,gsi005,13,16
730,M,2014-01,gsi005,0,30
519,M,2015-02,gsi037,79,0
473,M,2015-02,gsi015,60,0
208,M,2009-01,inf63,73,16
121,M,2016-02,gsi015,80,7
740,M,2014-01,gsi005,35,2
101,M,2016-02,gsi015,56,2
116,F,2016-02,gsi015,56,6
767,M,2014-01,gsi005,6,20
747,M,2014-01,gsi005,33,0
114,M,2016-02,gsi015,68,2
491,F,2015-02,gsi015,60,6
491,F,2014-01,gsi005,41,2
739,M,2014-01,gsi005,9,16
494,M,2015-02,gsi015,50,10
494,M,2014-01,gsi005,56,8
488,M,2015-02,gsi015,79,0
488,M,2014-01,gsi005,55,0
945,M,2009-02,gem03,66,4
946,M,2009-02,gem03,44,6
943,M,2009-02,gem03,83,2
944,M,2009-02,gem03,60,0
264,M,2010-02,inf63,82,4
264,M,2010-01,inf63,44,0
263,M,2010-02,inf63,92,4
263,M,2010-01,inf63,49,2
942,M,2009-02,gem03,46,11
940,F,2009-02,gem03,84,1
975,M,2010-01,inf63,60,5
941,M,2009-02,gem03,82,0
18,M,2009-01,gem03,42,0
18,M,2009-02,gem03,60,0
812,F,2015-01,gsi015,19,14
812,F,2013-02,gsi015,20,10
980,M,2010-01,inf63,60,4
17,F,2009-01,gem03,33,5
17,F,2009-02,gem03,60,3
528,M,2015-02,gsi037,85,8
979,M,2010-01,inf63,60,0
372,M,2012-02,gsi015,60,6
978,M,2010-01,inf63,60,2
591,M,2013-02,gsi005,12,32
977,M,2010-01,inf63,0,35
5,M,2009-01,gem03,67,0
165,M,2009-01,inf63,60,0
204,M,2009-01,inf63,65,6
1,M,2009-01,gem03,60,18
162,M,2009-01,inf63,6,6
162,M,2009-02,inf63,86,2
205,M,2009-01,inf63,36,20
205,M,2009-02,inf63,60,4
265,M,2010-02,inf63,72,12
14,M,2009-01,gem03,68,0
168,M,2009-01,inf63,60,6
206,M,2009-01,inf63,32,0
206,M,2009-02,inf63,54,0
983,M,2010-01,inf63,37,4
7,F,2009-01,gem03,47,0
7,F,2009-02,gem03,71,7
207,M,2009-01,inf63,60,8
981,M,2010-01,inf63,35,6
157,M,2009-01,inf63,65,0
199,M,2009-01,inf63,11,38
199,M,2009-02,inf63,61,18
763,M,2014-01,gsi005,0,10
746,M,2014-01,gsi005,17,10
3,M,2009-01,gem03,46,0
3,M,2009-02,gem03,70,10
774,F,2014-01,gsi005,15,10
159,M,2009-01,inf63,12,12
202,F,2009-01,inf63,60,18
754,M,2014-01,gsi005,1,16
878,M,2009-01,gem03,61,0
120,F,2016-02,gsi015,51,8
83,M,2016-02,gsi015,6,26
99,M,2016-02,gsi015,0,30
749,M,2014-01,gsi005,76,2
749,M,2015-01,gsi015,90,6
748,M,2014-01,gsi005,9,0
86,F,2016-02,gsi015,4,18
86,F,2014-01,gsi005,23,6
176,F,2009-01,inf63,0,66
176,F,2010-02,inf63,0,72
176,F,2010-01,inf63,3,36
176,F,2009-02,inf63,0,58
89,M,2016-02,gsi015,25,4
734,M,2014-01,gsi005,7,4
769,M,2014-01,gsi005,20,4
762,F,2014-01,gsi005,60,0
762,F,2015-01,gsi015,75,6
273,M,2010-02,inf63,65,10
641,M,2011-02,gsi005,23,20
884,F,2009-01,gem03,60,0
267,F,2010-02,inf63,70,7
306,M,2010-02,inf63,78,4
306,M,2010-01,gsi014,41,12
66,M,2011-01,gsi014,8,12
66,M,2010-02,inf63,46,2
683,F,2012-02,gsi005,60,4
71,M,2011-01,gsi014,0,40
71,M,2011-02,gsi014,16,32
655,F,2012-02,gsi005,24,4
655,F,2014-02,gsi015,0,38
655,F,2014-01,gsi015,0,16
1002,F,2010-01,gsi014,60,0
64,M,2011-01,gsi014,21,12
64,M,2010-02,inf63,10,8
863,M,2009-01,gem03,86,2
1004,M,2010-01,gsi014,68,0
862,M,2009-01,gem03,81,0
1003,M,2010-01,gsi014,60,0
407,M,2017-02,ggi017,72,2
407,M,2016-02,ggi017,40,8
60,F,2011-01,gsi014,24,10
60,F,2010-02,inf63,48,4
771,M,2014-01,gsi005,0,28
658,M,2012-02,gsi005,26,8
658,M,2013-01,gsi005,40,16
671,M,2012-02,gsi005,61,4
671,M,2014-01,gsi015,76,6
671,M,2013-02,gsi015,3,15
670,F,2012-02,gsi005,5,24
691,M,2012-02,gsi005,14,12
691,M,2014-01,gsi005,0,38
656,F,2012-02,gsi005,60,8
651,M,2012-02,gsi005,60,4
651,M,2014-01,gsi015,4,6
301,F,2010-02,inf63,67,2
301,F,2010-01,gsi014,41,6
1001,M,2010-01,gsi014,79,0
57,M,2011-01,gsi014,45,12
57,M,2010-02,inf63,16,16
57,M,2010-01,gsi014,1,26
688,M,2012-02,gsi005,0,72
302,M,2010-02,inf63,15,8
998,F,2010-01,gsi014,83,4
997,F,2010-01,gsi014,60,0
1000,M,2010-01,gsi014,60,6
181,M,2009-01,inf63,0,60
181,M,2010-01,inf63,0,38
181,M,2009-02,inf63,10,46
999,F,2010-01,gsi014,39,6
503,F,2015-02,gsi015,0,22
503,F,2014-01,gsi005,0,10
996,F,2010-01,gsi014,60,8
995,M,2010-01,gsi014,65,4
760,M,2014-01,gsi005,13,20
650,M,2012-02,gsi005,60,2
650,M,2014-01,gsi015,70,4
777,M,2014-01,gsi005,0,24
758,F,2014-01,gsi005,73,4
773,M,2014-01,gsi005,30,12
663,M,2012-02,gsi005,70,0
663,M,2014-01,gsi015,72,8
663,M,2013-02,gsi015,29,4
689,M,2012-02,gsi005,87,8
689,M,2013-02,gsi015,85,16
687,M,2012-02,gsi005,25,22
677,M,2012-02,gsi005,60,8
353,M,2012-02,gsi015,48,4
353,M,2013-01,gsi015,60,8
654,M,2012-02,gsi005,60,8
690,F,2012-02,gsi005,60,12
690,F,2013-02,gsi015,71,18
675,F,2012-02,gsi005,80,6
279,M,2010-02,inf63,0,24
278,M,2010-02,inf63,6,38
0,M,2009-01,gem03,42,27
0,M,2009-02,gem03,43,34
888,M,2009-01,gem03,84,0
1007,M,2010-01,gsi014,60,4
880,M,2009-01,gem03,80,6
877,F,2009-01,gem03,60,0
316,M,2010-02,inf63,64,2
885,M,2009-01,gem03,65,0
882,F,2009-01,gem03,66,3
285,M,2010-02,inf63,78,12
285,M,2010-01,inf63,30,4
684,M,2012-02,gsi005,20,6
964,M,2010-01,inf63,2,6
674,F,2012-02,gsi005,71,0
984,M,2010-01,inf63,1,20
387,F,2012-02,gsi015,8,16
653,M,2012-02,gsi005,71,0
653,M,2014-01,gsi015,0,38
653,M,2013-02,gsi015,41,8
660,M,2012-02,gsi005,32,0
660,M,2013-01,gsi005,29,2
673,M,2012-02,gsi005,12,10
976,M,2010-01,inf63,39,10
1006,M,2010-01,gsi014,60,0
872,M,2009-01,gem03,23,3
871,M,2009-01,gem03,90,0
1005,M,2010-01,gsi014,61,4
314,F,2010-02,inf63,40,10
314,F,2011-02,gsi014,61,8
875,M,2009-01,gem03,92,2
75,M,2011-01,gsi014,23,12
75,M,2010-02,inf63,7,2
75,M,2011-02,gsi014,60,4
868,M,2009-01,gem03,76,3
307,M,2010-02,inf63,60,2
307,M,2010-01,gsi014,37,14
350,M,2012-02,gsi015,25,8
350,M,2015-01,gsi015,0,62
311,M,2010-02,inf63,60,4
870,M,2009-01,gem03,51,0
870,M,2009-02,gem03,88,11
869,M,2009-01,gem03,71,0
864,M,2009-01,gem03,93,6
867,M,2009-01,gem03,60,0
865,M,2009-01,gem03,77,3
681,F,2012-02,gsi005,60,4
681,F,2013-02,gsi015,0,14
665,M,2012-02,gsi005,60,8
662,M,2012-02,gsi005,60,10
662,M,2014-01,gsi015,64,8
662,M,2013-02,gsi015,40,10
686,M,2012-02,gsi005,6,6
693,M,2012-02,gsi005,12,8
652,M,2012-02,gsi005,11,6
652,M,2013-01,gsi005,41,12
492,M,2015-02,gsi015,50,18
492,M,2014-01,gsi015,0,28
484,M,2015-02,gsi015,33,12
484,M,2015-02,gsi037,92,8
484,M,2012-02,gsi005,22,0
484,M,2014-02,gsi015,7,12
484,M,2014-01,gsi015,5,8
962,M,2009-02,gem03,0,0
105,F,2016-02,gsi015,80,0
557,F,2015-01,gfm015,4,12
480,M,2015-02,gsi015,88,4
480,M,2014-02,gsi015,33,8
81,M,2016-02,gsi015,47,2
294,M,2010-02,inf63,86,0
108,M,2016-02,gsi015,61,0
100,M,2016-02,gsi015,15,16
42,M,2011-01,gsi014,24,6
42,M,2010-02,inf63,51,4
42,M,2011-02,gsi014,66,18
961,M,2009-02,gem03,16,18
48,F,2011-01,gsi014,35,8
48,F,2010-02,inf63,28,6
296,M,2010-02,inf63,41,2
295,M,2010-02,inf63,28,4
368,M,2012-02,gsi015,20,26
318,M,2011-02,gsi014,90,0
319,F,2011-02,gsi014,63,0
26,M,2011-01,gsi014,100,10
320,M,2011-02,gsi014,61,0
92,F,2016-02,gsi015,60,4
449,F,2016-02,ggi017,63,14
90,M,2016-02,gsi015,44,6
102,M,2016-02,gsi015,60,1
27,F,2011-01,gsi014,22,12
27,F,2010-02,inf63,28,10
27,F,2011-02,gsi014,60,12
286,F,2010-02,inf63,38,2
39,M,2011-01,gsi014,32,14
321,M,2011-02,gsi014,60,2
291,M,2010-02,inf63,41,0
291,M,2011-02,gsi014,66,6
966,F,2010-01,inf63,71,0
38,M,2011-01,gsi014,10,14
38,M,2011-02,gsi014,11,38
324,M,2011-02,gsi014,28,12
288,M,2010-02,inf63,60,0
12,M,2009-01,gem03,35,6
12,M,2009-02,gem03,62,9
323,M,2011-02,gsi014,74,12
11,M,2009-01,gem03,17,5
11,M,2009-02,gem03,71,4
23,M,2009-01,gem03,61,2
1008,F,2013-02,gsi015,0,40
20,M,2009-01,gem03,70,3
356,F,2012-02,gsi015,62,10
356,F,2011-02,gsi005,60,8
359,M,2012-02,gsi015,94,18
937,M,2009-02,gem03,5,0
6,M,2009-01,gem03,62,0
633,M,2011-02,gsi005,31,24
9,F,2009-01,gem03,78,2
326,M,2011-02,gsi014,33,8
8,M,2009-01,gem03,0,31
753,M,2014-01,gsi005,60,9
776,M,2014-01,gsi005,82,2
732,M,2014-01,gsi005,60,0
732,M,2015-01,gsi015,80,8
113,M,2016-02,gsi015,5,18
113,M,2014-01,gsi005,45,0
764,M,2014-01,gsi005,61,10
61,F,2011-01,gsi014,14,38
61,F,2010-02,inf63,46,0
61,F,2011-02,gsi014,91,4
305,F,2010-02,inf63,42,6
303,M,2010-02,inf63,60,4
752,M,2014-01,gsi005,0,32
56,M,2011-01,gsi014,18,8
56,M,2010-02,inf63,3,18
300,M,2010-02,inf63,1,18
733,M,2014-01,gsi005,0,38
363,F,2012-02,gsi015,18,28
935,M,2009-02,gem03,62,0
918,M,2009-02,gem03,76,3
934,M,2009-02,gem03,47,11
933,M,2009-02,gem03,60,4
329,M,2011-02,gsi014,72,6
558,F,2015-01,gfm015,5,12
104,M,2016-02,gsi015,60,2
462,F,2016-02,ggi017,80,10
738,M,2014-01,gsi005,66,0
738,M,2015-01,gsi015,96,8
731,M,2014-01,gsi005,80,2
731,M,2015-01,gsi015,96,4
741,M,2014-01,gsi005,11,4
507,M,2015-02,gsi015,69,12
507,M,2014-01,gsi005,60,4
766,M,2014-01,gsi005,44,0
742,M,2014-01,gsi005,0,28
328,M,2011-02,gsi014,60,6
471,F,2015-02,gsi015,0,48
471,F,2014-01,gsi005,64,4
755,M,2014-01,gsi005,60,2
755,M,2015-01,gsi015,68,10
51,F,2011-01,gsi014,38,16
51,F,2010-02,inf63,6,12
51,F,2011-02,gsi014,60,14
299,M,2010-02,inf63,60,2
49,F,2011-01,gsi014,44,16
49,F,2010-02,inf63,17,10
49,F,2011-02,gsi014,84,14
298,F,2010-02,inf63,25,4
298,F,2011-02,gsi014,68,8
297,M,2010-02,inf63,47,0
759,M,2014-01,gsi005,60,0
765,M,2014-01,gsi005,88,4
330,M,2011-02,gsi014,55,14
922,M,2009-02,gem03,68,3
926,F,2009-02,gem03,67,7
53,F,2011-01,gsi014,30,16
53,F,2010-02,inf63,30,8
921,M,2009-02,gem03,30,0
919,M,2009-02,gem03,60,0
52,F,2011-01,gsi014,60,2
52,F,2010-02,inf63,49,0
923,M,2009-02,gem03,11,3
